number_of_commits,commits_client_files,commits_import_library,code_churn,code_churn_client_files,imports,days_since_first_import,days_since_last_import,days_between_imports,avg_days_commits_client_files,avg_days_commits_import_library,projects,projects_import,Num_Answers,Num_Accepted_Answers,Num_Upvotes,Avg_Score_Per_Answer,Num_Questions,Num_First_Answers,Tag_Score,time_of_activity,rating
11,9,21,6977,6512,44,3469,1829,1640,182.2222222,78.0952381,2,2,,,,,0,,0,,
91,39,45,5892,3175,91,3194,2874,320,23.86111111,19.97674419,6,6,,,,,0,,0,,
2,,,12,,,,,,,,1,1,,,,,0,,0,,
15,8,6,9037,7788,30,3249,2905,344,97.625,130.1666667,3,3,,,,,0,,0,,
1,,,2,,,,,,,,1,1,,,,,0,,0,,
1072,88,182,157346,89183,350,3695,316,3379,37.40909091,18.08791209,20,19,1,0,0,0,0,0,0,,
21,10,19,7760,6930,37,3949,3840,109,309.2,162.7368421,2,2,,,,,0,,0,,
16,,,1495,,,,,,,,1,,,,,,0,,0,,
153,91,54,29737,4258,147,3529,2147,1382,20.84615385,35.12962963,6,6,,,,,0,,0,,
30,29,19,6155,5752,57,4750,689,4061,169.2758621,258.3684211,2,2,,,,,0,,0,,
147,94,102,18676,6894,223,2968,460,2508,17.01075269,15.82,7,7,,,,,0,,0,,
21,12,12,3135,434,13,1526,1473,53,20.16666667,20.16666667,4,3,,,,,0,,0,,
137,,,2964,,,,,,,,6,6,,,,,3,,5,,
83,19,4,3679,1493,26,4535,3079,1456,92.36842105,438.75,3,4,,,,,0,,0,,
397,27,15,3501,1879,50,3052,2632,420,86.48148148,155.6666667,5,5,,,,,1,,1,,
68,60,17,3134,2174,105,3037,2612,425,22.71666667,80.17647059,5,4,5,3,10,2,0,4,10,1113.00581,
6,3,3,322,177,3,4640,50,4590,1762.333333,1762.333333,5,5,4,0,1,0.25,0,0,1,165.8280671,
7,6,6,3794,1034,8,2551,2076,475,184,184,,1,,,,,0,,0,,
172,84,39,27424,7931,104,3463,1842,1621,48.47619048,104.4102564,10,10,,,,,0,,0,,
1,,,2,,,,,,,,1,,,,,,1,,6,,
65,14,6,8243,1121,17,2457,1636,821,239.3571429,558.5,1,3,,,,,0,,0,,
6,2,1,351,312,3,2230,2230,0,2008.5,4017,4,4,4,1,2,0.5,0,2,2,10.66415509,
432,145,112,15562,12335,272,2712,75,2787,23.42758621,30.33035714,16,16,,,,,0,,0,,
6,4,7,750,484,8,2028,1248,780,1231.5,2463,2,2,,,,,0,,0,,
4,2,,1772,297,5,4248,1247,3001,1384,,2,2,69,15,17,0.246376812,0,68,17,410.1840278,
21,15,43,3018,1967,67,1614,751,863,3.6,1.255813953,2,2,,,,,0,,0,,
93,77,51,6428,5657,163,4163,3219,944,13.18181818,19.90196078,5,5,,,,,0,,0,,
8,3,7,379,357,11,3771,2493,1278,426,182.5714286,4,4,,,,,0,,0,,
290,62,32,6122,4370,86,4618,1384,3234,0.629032258,1.21875,4,4,,,,,0,,0,,
38,32,14,2588,2028,43,2046,2037,9,74.53125,170.3571429,2,2,,,,,0,,0,,
100,55,104,22782,11438,204,4575,1908,2667,71.01818182,37.55769231,7,8,11,4,19,1.727272727,4,1,68,40.45603009,
143,18,40,2128,1444,75,1096,684,412,25,11.25,5,4,,,,,0,,0,,
56,44,80,10473,7692,210,4570,1688,2882,67.20454545,36.9625,7,7,1,0,0,0,0,1,0,,
43,41,13,4759,4430,105,4710,80,4790,132.0731707,416.5384615,5,5,,,,,0,,0,,
294,200,190,139992,18245,429,3659,253,3406,15.775,16.60526316,7,7,,,,,0,,0,,
27,24,6,1425,1295,27,0,5,5,190.4583333,761.8333333,2,2,,,,,0,,0,,
111,92,129,7830,5320,256,2302,61,2363,32.36956522,23.08527132,7,7,,,,,0,,0,,
80,37,20,1776,981,50,3959,1976,1983,66.94594595,123.85,12,12,15,8,12,0.8,4,10,14,2066.054861,
772,171,81,143593,11646,238,3081,1672,1409,8.192982456,17.2962963,24,24,5,0,0,0,0,5,0,0,
39,22,26,14732,3219,41,4401,55,4346,233.9090909,197.9230769,8,8,,,,,2,,3,,
7,1,28,2273,1916,35,21,21,0,1751,62.53571429,1,1,,,,,1,,0,,
10,4,5,784,697,6,2377,2358,19,78.25,104.3333333,3,3,1,0,2,2,1,0,4,,
10,6,4,48975,153,6,3890,1976,1914,461.5,692.25,2,2,1,0,0,0,1,0,0,,
1630,55,7,2398,1535,60,2072,469,1603,47.23636364,371.1428571,6,6,5,5,2,0.4,9,4,15,499.5779514,
1,1,3,904,375,6,800,800,0,1005,335,1,1,,,,,0,,0,,
28,9,9,2363,1487,50,449,36,485,67.33333333,67.33333333,5,5,,,,,0,,0,,2
498,70,33,37462,1077,73,420,215,205,3,6.363636364,21,21,1,0,0,0,3,1,1,,
12,4,5,956,430,6,1779,34,1745,547.5,438,2,2,,,,,0,,0,,
2,1,35,11179,9194,35,1073,27,1100,1440,41.14285714,1,1,,,,,0,,0,,
17,,,8410,,,,,,,,4,1,,,,,0,,0,,
2,,,16,,,604,310,294,,,1,1,,,,,0,,0,,
4,3,2,354,321,3,992,40,1032,572.6666667,859,2,2,,,,,0,,0,,
33,17,20,92862,1628,31,1850,622,1228,132.7058824,112.8,6,6,,,,,0,,0,,
75,16,12,4059,1001,24,917,158,759,47.25,63,5,5,,,,,0,,0,,
1,,,2,,,1064,1064,0,,,1,1,,,,,0,,0,,
382,148,168,1171811,13985,375,2027,490,1537,8.193277311,8.405172414,15,17,,,,,0,,0,,
2,2,1,474,456,2,189,22,211,406.5,813,1,1,,,,,0,,0,,
13,8,10,36599,443,14,3388,574,2814,355.25,284.2,4,4,,,,,0,,0,,
149,8,11,2558,1400,14,1403,571,832,135.75,98.72727273,9,7,,,,,0,,0,,
81,,,2898,,,1532,662,870,,,3,3,,,,,0,,0,,
3,1,,114,14,2,,,,499,,3,3,,,,,0,,0,,
10,4,3,536,498,5,1321,1250,71,46.25,61.66666667,2,2,,,,,0,,0,,
1,,,5,,,765,716,49,,,1,1,,,,,0,,0,,
5,1,1,75,64,3,2163,2163,0,945,945,3,3,,,,,0,,0,,
50,27,46,9103,2836,103,3394,579,2815,102.1851852,59.97826087,6,5,2,1,0,0,3,2,1,1539.048484,
46,26,103,8154,4816,148,1946,1129,817,40.42307692,10.2038835,8,9,,,,,0,,0,,
7,5,5,246,82,5,328,318,10,409.4,409.4,1,1,1,0,0,0,0,0,0,,
195,132,157,789824,10130,245,1910,80,1990,16.59090909,13.94904459,20,20,,,,,0,,0,,
10,9,3,1316,1314,9,2311,2168,143,0,0,1,1,,,,,0,,0,,
30,21,23,1574,962,51,3257,3082,175,6.285714286,5.739130435,2,2,,,,,0,,0,,
110,73,113,161055,14604,344,2690,109,2581,28.52054795,18.42477876,8,7,11,0,14,1.272727273,0,11,14,1098.695394,
88,57,137,1497847,54158,277,1326,32,1358,45.14035088,18.7810219,9,11,,,,,0,,0,,
66,19,47,50002,6041,69,1597,1028,569,34.94736842,14.12765957,3,4,1,1,0,0,1,1,0,,
1,,,200,,,,,,,,1,,,,,,0,,0,,
5,3,2,242,34,3,1042,1042,0,131,196.5,4,4,,,,,0,,0,,
6,4,,369,67,6,,,,141.25,,2,1,,,,,0,,0,,
10,9,33,53148,51921,65,1890,1880,10,1.222222222,0.333333333,2,2,,,,,0,,0,,
1,,,10,,,1621,822,799,,,1,1,,,,,0,,0,,
1,,,3,,,,,,,,1,1,,,,,0,,0,,
380,181,89,27217,7843,286,4470,8,4462,22.87845304,46.52808989,18,20,,,,,0,,0,,
14,9,3,812,486,10,2254,82,2172,109.7777778,329.3333333,2,3,1,0,12,12,0,0,12,,
2824,201,313,627025,56695,931,4698,537,4161,24.51243781,15.74121406,26,23,,,,,0,,0,,
202,25,7,7441,2306,30,2150,1909,241,9.68,34.57142857,5,4,,,,,1,,0,,
3,3,,18,18,3,,,,0,,1,1,,,,,0,,0,,
331,140,138,18001,13796,254,2680,197,2483,20.58571429,20.88405797,17,17,4,2,4,1,1,4,7,1009.323183,
3,2,1,327,233,5,1725,1635,90,12.5,25,2,1,,,,,0,,0,,
63,50,79,47712,7935,150,2043,507,1536,10.81632653,6.883116883,3,3,,,,,0,,0,,3
410,44,34,4840,3435,109,2280,1830,450,22.61363636,29.26470588,10,10,,,,,0,,0,,
9,2,,11,4,2,,,,298,,1,1,1,0,0,0,0,1,0,,
815,129,166,76167,29536,426,3388,898,2490,21.20155039,16.47590361,9,12,1,0,2,2,0,0,2,,
1,,,10,,,,,,,,1,,,,,,0,,0,,
92,57,139,258352,25386,489,3463,3103,360,16.26315789,6.816176471,2,1,,,,,0,,0,,
136,,,,,,,,,,,1,,,,,,0,,0,,
47,42,70,3935,3020,196,2805,2128,677,8.30952381,4.985714286,2,2,,,,,0,,0,,
16,12,8,874,291,28,1835,1835,0,0.5,0.166666667,2,1,,,,,0,,0,,
19,5,6,1413,540,10,331,298,33,743.8,619.8333333,2,2,1,0,7,7,1,0,9,,
52,42,61,4647,3216,159,1557,1536,21,18.5,12.73770492,1,1,,,,,0,,0,,
39,33,56,4463,2985,118,1055,54,1109,99.09090909,58.39285714,4,4,,,,,2,,0,,
103,8,4,606,212,8,1406,120,1286,107.375,214.75,2,2,,,,,2,,19,,
8,6,16,9353,7089,21,2074,608,1466,391,146.625,3,3,,,,,0,,0,,
1068,393,273,716471,37637,812,2387,65,2452,5.661577608,8.15018315,31,33,2,0,3,1.5,0,0,3,103.5258796,
89,40,33,14278,1904,73,2087,67,2020,74.1,89.81818182,16,15,17,2,88,5.176470588,3,9,98,230.0665162,
19,11,6,5769,701,46,2352,1152,1200,270.375,432.6,5,4,,,,,0,,0,,
431,69,52,34550,32697,178,4886,4055,831,2.47826087,3.288461538,2,2,20,4,528,26.4,19,4,823,84.74028935,
12,4,5,1523,335,11,127,126,1,1209,967.2,4,4,,,,,0,,0,,
30,14,8,1177,471,28,1779,164,1615,147.5,258.125,4,3,,,,,0,,0,,
443,67,91,748924,19294,298,2287,29,2316,47.47761194,34.95604396,18,18,,,,,0,,0,,
123,54,101,110273,11532,152,708,33,675,13.88888889,7.425742574,9,9,2,0,1,0.5,0,1,1,2654.321887,
326,27,43,1713,1695,66,1646,249,1397,77.03703704,48.37209302,4,4,,,,,0,,0,,
46,14,13,6397,5840,22,3218,2209,1009,66.14285714,71.23076923,1,1,,,,,0,,0,,
389,200,244,27725,13072,412,3356,26,3382,20.38,16.70491803,29,28,12,5,19,1.583333333,1,7,22,3722.047164,
186,46,55,166510,3112,115,3634,216,3418,75.76086957,63.36363636,5,5,1,1,0,0,2,1,6,,
1,,,2,,,,,,,,1,1,,,,,0,,0,,
5,4,5,749,692,10,3431,3372,59,121,96.8,1,2,2,0,2,1,0,0,2,1812.129792,
376,171,111,11340,5634,295,4183,2908,1275,7.035087719,10.83783784,8,9,116,64,1835,15.81896552,3,71,1871,1511.721308,
6,1,,22,1,1,,,,4768,,2,2,,,,,0,,0,,
63,40,9,2277,1039,44,3314,896,2418,54.05,240.2222222,6,6,3,2,4,1.333333333,3,3,10,1112.784653,
81,59,26,53659,1907,87,1648,688,960,32.52542373,73.80769231,3,3,10,4,5,0.5,2,5,4,1707.832234,
,1,,,4,1,,,,510,,,1,135,64,1427,10.57037037,2,54,1428,938.9995718,
155,109,152,58666,21081,351,4097,2165,1932,17.86238532,12.80921053,15,18,,,,,0,,0,,
168,40,26,2601,1792,58,3671,372,3299,80.775,124.2692308,6,6,,,,,0,,0,,
27,9,23,12085,11990,38,1909,4,1913,170.4444444,66.69565217,2,2,,,,,6,,6,,
1,,,2,,,,,,,,1,,,,,,0,,0,,
19,17,20,3574,1863,44,2151,1819,332,29.17647059,24.8,2,2,,,,,0,,0,,
14,9,32,11495,9975,37,2066,1170,896,199.8888889,56.21875,8,10,,,,,2,,24,,
10,3,1,1170,21,3,3847,1533,2314,916.6666667,2750,6,7,,,,,0,,0,,
33,21,72,9052,8242,106,2198,1092,1106,55.95238095,16.31944444,8,8,,,,,0,,0,,
1,1,1,222,222,1,1892,1892,0,2696,2696,1,1,,,,,0,,0,,
6,2,1,97,42,2,3064,3064,0,543.5,1087,1,1,,,,,0,,0,,
6,2,1,78,73,2,1827,1827,0,129,258,1,1,,,,,0,,0,,
113,86,35,6791809,2934,135,2204,818,1386,36.04651163,88.57142857,6,6,,,,,0,,0,,
2,1,4,214,208,4,745,745,0,619,154.75,1,1,,,,,0,,0,,
292,111,126,99417,59776,296,2725,847,1878,20.00900901,17.62698413,16,16,4,0,10,2.5,0,1,10,224.6988542,
41,3,45,9986,5848,50,2209,1751,458,195.3333333,13.02222222,4,4,,,,,0,,0,,
649,182,193,21807,16276,364,4057,1603,2454,13.47252747,12.70466321,21,21,17,3,59,3.470588235,3,17,69,66.87637731,
25,18,33,1818,1541,49,3989,2089,1900,105.5555556,57.57575758,6,6,,,,,1,,1,,
392,264,257,154703,84010,721,3518,351,3167,13.03409091,13.38910506,14,15,10,5,16,1.6,1,7,17,929.4094329,
2647,394,304,90319,25539,652,3132,58,3190,10.32233503,13.37828947,52,52,32,12,66,2.0625,1,20,134,1168.197014,
10,9,8,406,367,14,2831,2827,4,0,0,1,1,,,,,0,,0,,
27,22,26,5558,2808,52,4919,3135,1784,79.18181818,67,3,3,,,,,0,,0,,
2,1,,4,3,1,,,,1239,,1,1,,,,,0,,0,,
21,7,5,716,131,8,3469,2466,1003,189.1428571,264.8,5,5,,,,,0,,0,,
30,17,10,33127,1857,25,2859,675,2184,128.5882353,218.6,6,6,,,,,0,,0,,
94,73,111,215855,19904,275,2056,1203,853,14.29577465,11.94117647,9,9,,,,,0,,0,,
3,3,2,143,60,3,1033,1030,3,912,1368,1,1,,,,,0,,0,,
14,9,57,35525,29643,124,3186,157,3029,590.5555556,93.24561404,3,3,,,,,0,,0,,
105,75,30,11066,8169,121,2693,638,2055,48.62666667,121.5666667,5,6,22,5,1043,47.40909091,17,9,1099,50.40752315,
88,65,96,34871,19115,233,2293,292,2001,43.86153846,29.69791667,8,9,1,0,1,1,0,1,1,,
60,46,31,15236,15150,81,2511,1515,996,43.06521739,63.90322581,9,9,,,,,0,,0,,
479,135,45,12231,10374,185,4822,2044,2778,10.17037037,30.51111111,15,14,2,0,107,53.5,0,0,107,281.7305208,
72,66,33,10473,8141,108,1277,1241,36,19.10606061,38.21212121,2,2,,,,,0,,0,,
82,43,63,45645,5040,128,2356,18,2374,55.18604651,37.66666667,5,5,,,,,0,,0,,
3,2,7,29451,1076,9,2602,581,2021,1257,419,2,1,,,,,0,,0,,
30,1,2,19250,258,2,2533,1656,877,1426,713,4,4,,,,,0,,0,,
17,14,21,1867,1333,29,1221,253,968,198.4615385,129,2,2,2,1,4,2,0,1,4,876.7291435,
5,1,,37,2,1,,,,2639,,2,2,,,,,0,,0,,
479,67,58,7509,4435,155,2684,46,2638,54.92537313,63.44827586,10,8,2,1,24,12,0,1,24,1085.874861,
23,11,28,5637,1268,49,2592,49,2641,133.4545455,52.42857143,2,1,1,1,11,11,0,1,11,,
5,3,5,333,227,6,2706,1586,1120,424.6666667,254.8,3,2,,,,,0,,0,,
5,2,1,260,40,2,3486,1008,2478,1239,2478,1,1,,,,,0,,0,,
1,,,2,,,,,,,,1,1,,,,,0,,0,,
4,2,11,1765,1032,13,2292,341,1951,1258.5,228.8181818,1,1,,,,,1,,1,,
39,27,16,4069,1356,55,2938,1472,1466,33.88888889,57.1875,2,2,,,,,0,,0,,
49,5,9,46934,1714,13,1901,509,1392,337.8,187.6666667,6,5,1,0,0,0,0,1,0,,
11,6,2,1340,260,6,2389,2380,9,260.1666667,780.5,1,1,,,,,0,,0,,
7,5,1,40578,236,5,5169,5169,0,1099,5495,3,3,1,0,5,5,0,0,5,,
,1,1,3,23,1,3411,3411,0,707,707,,1,6,2,13,2.166666667,6,3,22,358.1662963,
954,463,948,443050,249380,2426,3872,528,3344,8.241900648,4.025316456,65,68,,,,,0,,0,,
32,8,7,6027,672,23,2803,1021,1782,498.75,570,4,4,1,0,0,0,0,0,0,,
18,10,9,670,485,16,4666,1687,2979,379.5,421.6666667,1,2,,,,,0,,0,,
23,,,1242,,,,,,,,4,2,1,0,0,0,0,1,0,,
192,91,62,8703,2772,136,2436,1088,1348,18.04395604,26.48387097,12,13,,,,,0,,0,,
712,25,19,2608,802,38,1557,274,1283,55.48,73,9,9,2,0,6,3,1,0,7,33.03828704,
40,32,45,2771,1787,118,4173,916,3257,84.9375,60.4,5,5,,,,,0,,0,,
4,2,1,130,120,2,2555,1992,563,281.5,563,1,1,,,,,0,,0,,
2,,,41,,,3774,1649,2125,,,1,1,,,,,0,,0,,
873,65,118,45765,9189,187,2885,622,2263,48.6,26.77118644,15,14,,,,,0,,0,,
1,,,9,,,,,,,,1,1,,,,,0,,0,,
3,1,1,135,111,2,1907,1677,230,864,864,2,2,,,,,0,,0,,
610,24,19,15433,2897,40,1190,372,818,44.66666667,56.42105263,11,8,7,0,16,2.285714286,0,1,16,1285.653495,
39,10,12,720,372,21,3422,629,2793,351.5,292.9166667,4,4,,,,,0,,0,,
53,20,20,3862,1667,36,1914,1374,540,79.25,79.25,5,4,,,,,0,,0,,
6,,,42,,,1417,1417,0,,,3,2,,,,,0,,0,,
78,63,42,4118,4409,114,1941,1375,566,15.93650794,23.9047619,7,5,,,,,0,,0,,
825,210,296,112769,32439,834,4811,61,4750,12.94285714,9.182432432,23,21,1,0,0,0,0,0,0,,
1,,,6,,,3226,1920,1306,,,1,1,1,0,0,0,0,1,0,,
61,48,28,4556,1985,103,2940,475,2465,51.35416667,88.03571429,3,3,,,,,1,,0,,
32,26,8,781,786,46,4353,2279,2074,162.5769231,528.375,1,1,,,,,0,,0,,
20,5,44,6945,2867,66,2629,1133,1496,426.6,48.47727273,4,4,,,,,0,,0,,
32,20,15,4813,1044,33,3081,2964,117,21.75,29,2,2,1,1,1,1,2,0,10,,
181,23,4,1852,1136,23,4105,2953,1152,45.7826087,263.25,4,4,,,,,0,,0,,
7,4,2,229,68,4,2463,1036,1427,597.5,1195,2,2,,,,,0,,0,,
3,1,1,1329,429,1,1576,1211,365,2019,2019,2,2,,,,,0,,0,,
74,21,8,6780,465,21,2766,768,1998,150.8571429,396,1,2,,,,,0,,0,,
2,,,24,,,,,,,,1,1,,,,,0,,0,,
468,103,124,19615,5751,236,2391,40,2431,26.7961165,22.25806452,17,18,1,0,1,1,0,1,1,,
1025,237,321,89025,25467,857,3577,14,3591,14.6371308,10.80685358,41,41,,,,,1,,0,,
19,,,54,,,1872,1389,483,,,1,1,1,0,1,1,3,0,2,,
213,126,369,51531,16955,687,1748,66,1814,13.8968254,4.745257453,9,9,2,0,102,51,16,0,154,403.5592477,
472,88,102,167180,10468,168,3496,1007,2489,39.82954545,34.3627451,26,25,,,,,0,,0,,
88,58,25,3579,1257,74,1254,98,1156,68.43103448,158.76,10,10,3,1,0,0,0,3,0,296.7318866,
268,40,80,29055,22282,131,3274,565,2709,77.775,38.8875,15,15,1,0,0,0,0,0,0,,
89,58,75,22413,5056,148,2520,881,1639,40.62068966,31.41333333,7,8,,,,,0,,0,,
766,147,226,55225,48583,496,3297,58,3239,22.91156463,14.90265487,30,29,13,1,31,2.384615385,2,7,36,1236.913646,
120,38,80,72070,53213,193,2706,2656,50,2.657894737,1.2625,4,3,,,,,0,,0,,
11,7,8,1724,1174,14,143,31,112,534,467.25,2,2,,,,,0,,0,,
107,65,56,36096,4792,130,1559,62,1497,46.96923077,54.51785714,9,9,,,,,0,,0,,3
8,,,7201,,,3006,2991,15,,,1,1,,,,,0,,0,,
680,22,7,1739,1108,29,3701,2096,1605,72.81818182,228.8571429,7,7,4,2,11,2.75,0,3,11,574.7435532,
1,,,22,,,,,,,,1,1,,,,,0,,0,,
13,11,13,732,520,30,4248,754,3494,402.2727273,340.3846154,1,1,,,,,0,,0,,
5,1,16,2575,1620,18,4633,2400,2233,2232,139.5,2,2,,,,,0,,0,,
1,2,,1838,177,2,560,114,446,1004.5,,,1,,,,,0,,0,,
43,34,9,2309,1613,45,5131,254,4877,120.5588235,455.4444444,3,3,,,,,0,,0,,
49,14,17,11525,766,30,3343,932,2411,171.1428571,140.9411765,4,5,,,,,0,,0,,
4,2,,1041,3,2,3117,1757,1360,1730.5,,1,1,,,,,1,,0,,
2,,,430,128,2,4474,4138,336,,,2,1,,,,,0,,0,,
65,35,8,7200,590,35,4052,1036,3016,56.57142857,247.5,1,1,,,,,0,,0,,
514,204,142,48890,16675,405,4188,2624,1564,7.960784314,11.43661972,15,16,,,,,7,,6,,
1219,425,747,887041,56581,1645,3691,191,3500,8.917647059,5.073627845,38,37,333,134,292,0.876876877,0,85,292,1817.910255,
157,11,81,10854,7576,160,3044,2560,484,7.090909091,0.962962963,5,5,,,,,0,,0,,
322,237,484,144426,45466,1049,3732,757,2975,12.36708861,6.055785124,30,29,1,0,0,0,0,0,0,,
2,6,1,2206,143,6,5459,4165,1294,215.8333333,1295,,4,,,,,0,,0,,
11,1,,415,28,1,2136,65,2201,3154,,3,2,,,,,0,,0,,
36,8,2,2236,214,8,4634,2330,2304,244.125,976.5,2,2,,,,,0,,0,,
1,2,3,6873,518,4,3201,3149,52,40.5,27,,1,,,,,0,,0,,
31,23,13,1471,765,32,2539,998,1541,149.7391304,264.9230769,6,8,,,,,0,,0,,
102,41,8,5619,1286,95,1076,236,840,63.36585366,324.75,5,5,,,,,0,,0,,
20,16,19,25315,1170,35,1053,29,1024,56.75,47.78947368,2,2,,,,,0,,0,,
10,3,1,800,402,3,1828,1828,0,765.3333333,2296,3,3,,,,,0,,0,,
21,19,12,1882,1307,34,4341,2296,2045,201.8947368,319.6666667,8,8,,,,,0,,0,,
485,47,57,12666,8023,127,3719,38,3681,78.31914894,64.57894737,20,20,23,16,57,2.47826087,126,14,416,2793.630706,
10,7,,327,71,9,2142,1775,367,554.5714286,,3,3,,,,,1,,33,,
16,8,6,830,401,19,2020,149,1871,123.125,164.1666667,3,3,,,,,0,,0,,
98,91,239,22500,21620,742,341,117,224,2.912087912,1.108786611,1,1,,,,,0,,0,,
1,1,,13,13,1,,,,1602,,1,1,1,0,0,0,0,1,0,,3
25,10,10,15408,2253,21,1979,467,1512,160.5,160.5,2,2,5,5,30,6,0,0,30,0,
35,17,26,1470,960,45,2100,836,1264,113.2941176,74.07692308,6,6,,,,,1,,6,,
13,9,5,2587,256,14,2988,1249,1739,303.7777778,546.8,2,2,,,,,0,,0,,
640,199,413,41801,14942,618,1807,32,1839,10.4120603,5.016949153,21,21,1,0,1,1,1,0,1,,
7,3,1,291,66,6,3119,395,2724,1039,3117,3,3,,,,,0,,0,,
1,,,1,,,,,,,,1,,,,,,0,,0,,
23,16,16,8140,630,25,3651,398,3253,194.9375,194.9375,6,6,,,,,0,,0,,
350,145,161,38868,14912,545,1306,53,1359,18.92413793,17.04347826,5,5,1,0,2,2,0,0,2,,
41,32,19,11477,1720,47,3246,596,2650,90.03125,151.6315789,5,5,,,,,0,,0,,
41,23,72,12526,10733,111,4067,18,4049,218,69.63888889,8,8,,,,,0,,0,,
2088,50,79,14358,4247,132,2945,227,2718,94.68,59.92405063,13,13,4,3,12,3,0,4,12,2600.01191,
522,,,,,,4629,4573,56,,,1,1,,,,,0,,0,,4
477,46,243,35410,32896,348,3106,34,3140,109.3695652,20.7037037,12,11,2,2,2,1,1,2,3,249.260625,5
322,62,235,62864,8540,330,2523,149,2374,80.33870968,21.19574468,7,8,,,,,0,,0,,
112,,,,,,,,,,,1,,1,0,2,2,1,0,11,,
109,64,175,13415,10865,383,3682,1758,1924,35.078125,12.82857143,4,3,11,2,23,2.090909091,0,4,23,1951.680602,
102,44,31,18246,25722,93,3423,615,2808,18.25,53.09090909,2,2,3,1,5,1.666666667,0,2,5,111.8087616,
284,116,103,12624,6855,187,3562,12,3550,39.02586207,43.95145631,22,21,,,,,0,,0,,
17,15,25,2703,2458,144,3228,2532,696,13.53333333,8.12,1,1,26,3,48,1.846153846,0,10,48,3111.826563,
32,18,35,4733,4299,65,4634,1829,2805,86.58823529,46,3,2,,,,,0,,0,,
21,15,8,1039,653,28,3338,2814,524,13.06666667,24.5,1,1,,,,,0,,0,,
25,,,692,,,,,,,,3,3,,,,,0,,0,,
21,21,43,3900,3512,174,4080,2585,1495,94.47619048,46.13953488,1,1,,,,,3,,1,,
994,177,309,185767,55099,901,2857,41,2898,21.03389831,12.04854369,16,17,,,,,0,,0,,
35,26,47,7609,7085,66,4238,585,3653,134.2307692,74.25531915,5,5,,,,,0,,0,,
431,38,96,26383,7429,146,2150,42,2192,51.71052632,20.46875,9,8,,,,,0,,0,,
22,21,23,1219,295,32,4183,1751,2432,115.6666667,105.6086957,3,3,18,4,17,0.944444444,6,6,26,721.425625,
52,44,55,7215,4717,110,782,8,774,103.0454545,82.43636364,4,4,1,0,0,0,0,1,0,,
384,265,190,37306,13469,422,4556,563,3993,14.09433962,19.65789474,21,21,,,,,1,,1,,
73,55,8,4806,4126,65,3767,3758,9,24.21818182,166.5,2,2,2,1,45,22.5,0,0,45,414.6123148,
668,206,106,48305,20119,326,2965,35,3000,22.64563107,44.00943396,19,18,,,,,0,,0,,
6,6,10,2111,2077,23,2714,607,2107,577.6666667,346.6,2,2,190,105,439,2.310526316,0,88,439,112.6620602,
211,117,165,173280,18503,315,2704,77,2627,23.35042735,16.55757576,21,22,1,0,0,0,0,1,0,,
1243,416,735,129022,53125,1411,1189,69,1258,4.473557692,2.531972789,71,71,10,6,31,3.1,0,9,31,1029.889282,
12,12,19,1146,1012,49,1219,356,863,208.0833333,131.4210526,3,3,,,,,0,,0,,
61,31,127,31162,7978,248,1487,46,1533,82.35483871,20.1023622,4,4,,,,,0,,0,,
17,10,6,6479,155,12,2391,143,2248,278.7,464.5,4,4,,,,,0,,0,,
718,48,127,38020,14446,166,974,169,805,69.66666667,26.33070866,13,13,,,,,0,,0,,
74,48,217,28755,12176,294,1116,71,1187,27.1875,6.013824885,17,17,,,,,0,,0,,
7,4,3,2230,1335,9,2229,847,1382,396.25,528.3333333,2,2,,,,,0,,0,,
3,2,3,725,324,7,579,579,0,149.5,99.66666667,2,2,,,,,0,,0,,
195,151,327,22236,12500,611,1340,125,1215,14.78145695,6.825688073,18,18,,,,,0,,0,,
23,18,39,7417,2611,68,27,71,44,172.2222222,79.48717949,1,1,,,,,0,,0,,
2,,,4,,,,,,,,2,2,,,,,0,,0,,
1,,,2,,,,,,,,1,,,,,,0,,0,,
2,3,4,18879,198,11,2270,2270,0,332.6666667,249.5,1,2,,,,,0,,0,,
407,99,54,10255,2909,177,1764,1585,179,31.24242424,57.27777778,4,4,2,0,1,0.5,0,0,1,0.00568287,
364,67,55,7775,4383,180,2964,46,3010,62.94029851,76.67272727,10,10,28,11,56,2,2,24,59,1936.052303,
268,118,16,3145,2526,135,2310,15,2325,19.63559322,144.8125,5,5,1,1,0,0,2,0,-4,,
13,,,2749,,,4361,2240,2121,,,6,6,,,,,0,,0,,
7261,203,121,22425,12786,324,4433,232,4201,8.660098522,14.52892562,20,21,15,9,279,18.6,1,11,294,3942.957188,
7,2,1,490,225,2,563,563,0,1118.5,2237,1,1,,,,,0,,0,,
16,1,3,2359,133,3,207,207,0,2215,2215,2,2,,,,,0,,0,,
1,1,2,183,183,3,58,58,0,2609,1304.5,1,1,,,,,0,,0,,
3,2,3,565,533,5,303,303,0,1115.5,743.6666667,1,1,,,,,0,,0,,
9,9,47,2689,1190,77,91,91,0,499.5555556,95.65957447,2,3,19,1,133,7,7,7,172,5236.070081,
1417,391,253,396864,31390,633,3966,56,4022,10.28644501,15.8972332,66,66,,,,,0,,0,,
34,18,4,876,461,18,1559,1353,206,106,477,1,1,,,,,0,,0,,
2,,,2,,,,,,,,1,1,,,,,0,,0,,
