number_of_commits,commits_client_files,commits_import_library,code_churn,code_churn_client_files,imports,days_since_first_import,days_since_last_import,days_between_imports,avg_days_commits_client_files,avg_days_commits_import_library,projects,projects_import,Num_Answers,Num_Accepted_Answers,Num_Upvotes,Avg_Score_Per_Answer,Num_Questions,Num_First_Answers,Tag_Score,time_of_activity,rating
44,29,79,3557,2866,115,2940,831,2109,72.72413793,26.69620253,5,5,4,2,5,1.25,1,2,5,1316.315347,
160,78,214,34282,18226,326,3923,366,3557,45.56410256,16.60747664,13,13,,,,,0,,0,,
26,4,13,1449,370,16,2629,1133,1496,331.25,132.5,1,1,1,0,1,1,1,1,2,,
17,12,23,7015,4183,38,2391,804,1587,27.41666667,14.30434783,1,1,,,,,0,,0,,
78,70,,3904,3512,105,,,,1.085714286,,1,1,1,1,1,1,0,1,1,,
59,14,70,64661,5249,107,1923,206,1717,90.66666667,25.30232558,14,5,,,,,0,,0,,
5,1,4,287,119,4,3274,1448,1826,2228,557,2,2,,,,,0,,0,,
3,2,3,431,411,4,3297,2721,576,287,191.3333333,2,1,1,0,0,0,0,1,0,,
1,,,3365,,,2390,926,1464,,,1,1,,,,,0,,0,,
159,104,574,13093556,66337,918,2706,1555,1151,14.15384615,2.56445993,9,11,157,28,272,1.732484076,43,34,354,365.9413194,
646,260,1168,168327,100592,2064,2235,413,1822,6.6,1.469178082,27,28,6,2,23,3.833333333,0,5,23,2663.031667,
41,20,21,4913,959,29,1559,474,1085,137.45,130.9047619,3,3,,,,,0,,0,,3
9,8,15,3532,2698,22,3006,433,2573,317.625,169.4,2,2,44,0,113,2.568181818,0,1,113,1950.431516,
76,46,45,8656,7075,115,3701,355,3346,6.804347826,6.955555556,5,5,,,,,0,,0,,
37,11,26,12946,2030,42,4642,4327,315,214.3636364,90.69230769,4,4,3,1,49,16.33333333,0,2,49,416.2928356,
1617,103,322,26157,16629,476,4017,511,3506,34.96116505,11.18322981,20,20,,,,,0,,0,,
103,63,173,13232,9311,402,4248,224,4024,80.17460317,29.19653179,12,9,2,0,5,2.5,0,1,5,579.9697106,
2329,331,714,88354,48737,1370,4633,637,3996,12.07250755,5.596638655,87,85,,,,,0,,0,,
1121,199,536,261722,254149,1805,560,36,524,11.49748744,4.268656716,11,11,,,,,0,,0,,
14,1,2,3216,227,8,5131,254,4877,4756,2378,3,3,,,,,0,,0,,
12,5,,323,38,12,,,,0.4,,1,1,,,,,0,,0,,
44,12,36,606065,3301,51,3343,932,2411,204.5833333,68.19444444,6,5,,,,,1,,-5,,
35,19,27,3852,1781,53,3117,3029,88,80.07692308,65.0625,3,3,,,,,1,,0,,
532,252,1483,200499,142841,2493,4474,27,4501,19.5,3.313553608,40,43,,,,,0,,0,,
6,6,185,203267,23840,187,1793,828,965,211.1666667,6.848648649,4,4,,,,,0,,0,,
849,323,933,102948,50624,1757,4052,78,4130,10.38080495,3.593783494,42,39,8,3,13,1.625,0,5,13,1537.011597,
2,,,35,,,4188,2624,1564,,,1,1,,,,,10,,9,,
15,7,10,2888,1381,22,1476,1058,418,244.8571429,171.4,2,2,,,,,0,,0,,
117,9,13,1416,1150,22,3691,2741,950,29.44444444,20.38461538,2,2,107,32,89,0.831775701,0,85,89,2205.577049,
136,110,316,118042,23498,709,3732,230,3502,30.86363636,10.74367089,7,8,,,,,0,,0,,
151,87,226,17226,15634,394,4976,3408,1568,31.14942529,11.99115044,7,7,1,0,0,0,0,0,0,,
33,24,35,3357,2605,59,5459,4165,1294,54,37.02857143,6,3,2,0,11,5.5,1,1,19,181.5463889,
4,,,19,,,2136,65,2201,,,1,1,,,,,0,,0,,
1403,581,1000,251256,192800,2316,4634,8,4642,7.370051635,4.282,65,65,,,,,0,,0,,
41,30,47,4605,2386,77,3201,1939,1262,1.566666667,1,5,4,,,,,0,,0,,
66,20,36,9241,4280,104,3137,2974,163,55,30.55555556,3,3,,,,,0,,0,,
431,141,297,36190,20799,472,3659,199,3460,21.21276596,10.07070707,37,39,33,17,86,2.606060606,0,27,86,2284.64647,
3888,85,174,52903,8264,287,2539,884,1655,43.23529412,21.12068966,14,12,,,,,0,,0,,
2,1,3,227,152,5,2142,2142,0,2697,899,1,1,,,,,0,,0,,
65,56,56,1504,954,86,1807,1389,418,11.55357143,11.55357143,1,1,,,,,0,,0,,
108,72,139,517178,9089,262,3119,454,2665,21.69444444,11.23741007,4,4,,,,,0,,0,,
2,1,1,196,145,5,539,539,0,326,326,1,1,1,0,1,1,0,1,1,,
118,76,640,195194,73220,892,3651,822,2829,37.14473684,4.4109375,12,12,1,1,4,4,11,1,23,,
1,1,,9,9,1,,,,83,,1,1,3,0,47,15.66666667,0,0,47,0.008229167,
56,44,114,19157,8484,207,3246,2769,477,16.06818182,6.201754386,3,3,3,0,8,2.666666667,0,1,8,344.7756713,
337,17,25,9497,2514,163,2945,227,2718,115.4705882,78.52,5,5,1,1,2,2,0,1,2,,
21,18,56,6398,6267,99,4629,4573,56,109.1111111,35.07142857,2,2,,,,,0,,0,,4
4,3,,149,148,6,2523,2523,0,1042.666667,,2,2,,,,,0,,0,,
1,,,6,,,,,,,,1,,1,0,0,0,6,0,411,,
96,73,116,51526,28304,366,3682,2326,1356,19.91780822,12.53448276,7,5,1,0,2,2,1,0,2,,
17,12,12,1440,1351,36,3562,2138,1424,146.25,146.25,1,1,,,,,0,,0,,
153,19,84,84691,24316,314,4216,3934,282,42.26315789,9.55952381,2,2,1,0,0,0,1,0,18,,
55,40,90,31869,26725,380,4634,1829,2805,73.025,32.45555556,3,4,,,,,0,,0,,
208,53,118,86647,7262,228,4080,3934,146,33.49019608,16.11320755,5,5,1,0,0,0,0,0,0,,
3,1,,24,12,1,2857,575,2282,2479,,2,1,,,,,0,,0,,
7,5,6,794,464,11,4556,2777,1779,372.4,310.3333333,2,2,,,,,0,,0,,
611,24,6,3441,1166,49,2965,35,3000,194.625,778.5,5,5,,,,,0,,0,,
38,27,25,3427,781,42,2714,1690,1024,88.66666667,95.76,5,5,67,30,177,2.641791045,0,59,177,99.00082176,
7,4,3,434,120,20,974,487,487,754.5,1006,4,4,115,33,564,4.904347826,4,38,868,332.2125231,
9,3,10,1899,1454,15,4195,4003,192,422.6666667,126.8,1,1,,,,,0,,0,,
3,3,17,709,435,17,2100,1007,1093,364.3333333,64.29411765,3,3,5,3,12,2.4,2,3,13,275.8111574,
9,4,2,1147,448,12,2310,1135,1175,163.75,327.5,1,1,,,,,2,,2,,
66,21,87,65538,24234,109,4361,3108,1253,79.6875,16.55844156,2,2,,,,,0,,0,,
254,2,14,1238,530,16,207,30,237,1518,216.8571429,6,4,,,,,0,,0,,
1,,,2,,,3966,1097,2869,,,1,1,,,,,0,,0,,
280,11,22,4522,3170,32,3144,3143,1,48.63636364,24.31818182,3,3,,,,,0,,0,,
1,1,,2,2,1,,,,386,,1,1,,,,,0,,0,,
49,30,35,2745,2138,40,1432,1082,350,14.33333333,12.28571429,3,3,,,,,0,,0,,
9,5,3,637,377,7,1928,1928,0,139.2,232,1,1,7,5,17,2.428571429,33,4,81,3063.675197,3
42,28,57,61046,3984,73,4030,2900,1130,227.6,189.6666667,5,4,188,59,760,4.042553191,98,53,1452,622.2061111,
4,2,2,81,55,3,569,569,0,2226,2226,2,2,,,,,0,,0,,
14,12,8,1038,821,24,2589,2587,2,10.33333333,15.5,1,1,,,,,1,,0,,
205,123,522,285934,47604,1148,3510,2741,769,3.18699187,0.750957854,7,7,2,2,1,0.5,0,2,1,10.1721875,
1,1,4,433,423,4,5337,4538,799,111,27.75,1,1,,,,,0,,0,,
30,13,13,3852,1466,23,4769,1194,3575,159.3846154,159.3846154,4,4,,,,,0,,0,,
10,6,4,1197,789,9,3348,3347,1,105.1666667,157.75,1,1,,,,,0,,0,,
2,2,5,1027,768,7,2221,1639,582,339,135.6,1,1,,,,,0,,0,,
22,15,20,4064,1756,52,3080,22,3102,137.7333333,103.3,2,3,,,,,0,,0,,
1,1,3,660,56,3,2240,2240,0,825,275,1,1,,,,,0,,0,,
1,,,26,,,,,,,,1,,2,1,1,0.5,0,2,1,424.2125231,
25,20,36,68843,9458,126,4349,3465,884,44.4,24.66666667,3,4,,,,,0,,0,,
5,2,7,972,891,10,2634,2634,0,78.5,22.42857143,1,1,28,9,125,4.464285714,6,21,169,1125.221065,
31,20,30,15626,6865,60,3199,947,2252,131.5,87.66666667,6,6,,,,,0,,0,,
1,1,1,13,48,1,3067,2398,669,724,724,1,2,1,1,1,1,0,1,1,,
346,125,423,158924,19650,756,748,89,659,36.344,10.73995272,16,14,,,,,0,,0,,
9,1,,223260,27,1,4333,615,3718,3980,,4,5,,,,,0,,0,,
189,5,170,34637,34095,182,2525,2286,239,103,1.817647059,5,5,,,,,0,,0,,
91,64,115,11866,8873,319,3948,3401,547,3.546875,1.973913043,4,4,4,3,99,24.75,0,0,99,129.1386921,
11,5,1,147,127,6,2145,340,1805,716,3580,4,4,,,,,0,,0,,
17,6,1,2258,1426,270,508,508,0,285.3333333,1712,2,2,,,,,0,,0,,
3,,,899,,,,,,,,1,,,,,,0,,0,,
123,84,220,81066,16413,398,2423,2054,369,8.845238095,3.377272727,8,7,,,,,0,,0,,
1,,,6,,,,,,,,1,1,,,,,0,,0,,
29,9,10,39399,27463,45,2206,1957,249,25.66666667,23.1,2,1,,,,,0,,0,,
604,39,212,279872,23998,429,1828,70,1758,45.02564103,8.283018868,14,14,,,,,0,,0,,
5,4,2,354,275,10,1584,89,1495,542.75,1085.5,1,1,,,,,0,,0,,
2,2,2,2802,460,29,3474,3472,2,224,224,1,1,,,,,0,,0,,
30,23,184,22319,15428,330,2562,1484,1078,56.91304348,7.114130435,8,9,,,,,1,,0,,
18,17,33,2110,1906,68,1628,1627,1,115.7647059,59.63636364,1,1,,,,,0,,0,,
129,8,41,13878,12732,116,1617,745,872,303.125,59.14634146,3,2,,,,,0,,0,,
7,4,10,1821,1339,27,1320,1318,2,119,47.6,1,1,,,,,0,,0,,
2,,,6,,,359,358,1,,,1,1,,,,,0,,0,,
43,32,65,70991,4660,123,3922,660,3262,107.03125,52.69230769,8,8,,,,,0,,0,,
184,45,176,478715,468503,333,4697,1673,3024,46.57777778,11.90909091,6,6,2,0,-2,-1,0,0,-2,0.004398148,
5,2,7,1312,905,14,2145,125,2020,1877.5,536.4285714,2,2,,,,,0,,0,,
1,1,2,784,295,6,4260,3818,442,591,295.5,1,1,,,,,0,,0,,
669,2,,10,10,3,,,,230,,2,2,,,,,0,,0,,
4,1,37,7788,2884,43,4201,4104,97,712,19.24324324,1,1,,,,,0,,0,,
2,2,2,136,102,8,532,532,0,889.5,889.5,1,1,,,,,0,,0,,
46,29,80,8040,6086,166,1410,240,1170,59.37931034,21.525,2,2,,,,,0,,0,,
208,85,294,31240,30297,577,2079,851,1228,12.36470588,3.574829932,7,7,,,,,0,,0,,
23,11,10,1737,597,17,1997,377,1620,244.7272727,269.2,1,1,,,,,0,,0,,
1,1,3,201,201,8,982,982,0,1502,500.6666667,1,1,,,,,0,,0,,
58,37,52,4700,2649,176,1818,1487,331,15.27027027,10.86538462,1,1,,,,,0,,0,,
1,,,1,,,,,,,,1,,,,,,0,,0,,
8,5,17,1627,481,21,3645,481,3164,631,185.5882353,1,1,1,0,1,1,1,0,4,,
6,4,28,2430,1647,34,2264,1956,308,187,26.71428571,2,2,,,,,0,,0,,
8,7,72,11016,5528,102,1116,1116,0,4.428571429,0.430555556,1,1,,,,,0,,0,,
28,24,34,40014,36434,130,1450,617,833,59.625,42.08823529,3,3,,,,,0,,0,,
452,413,662,388978,37194,1395,1421,617,804,5.581113801,3.481873112,23,23,,,,,0,,0,,
196,19,38,125190,2681,155,2318,693,1625,104.8421053,52.42105263,11,10,,,,,0,,0,,
38,33,116,22395,18050,291,1493,1285,208,11.84848485,3.370689655,2,2,,,,,1,,1,,
206,91,132,556791,8750,288,3176,1647,1529,20.56043956,14.17424242,16,16,,,,,0,,0,,
7,3,1,728,327,3,1723,1723,0,244.6666667,734,1,1,,,,,0,,0,,
37,27,31,6207,5959,87,3192,3102,90,0,0,1,1,37,21,1891,51.10810811,3,5,2587,1003.079051,
5,5,7,4117,1560,13,4998,1075,3923,784.2,560.1428571,,1,1,1,2,2,1,1,4,,
9,,,1313,,,3135,2054,1081,,,1,1,2,0,0,0,1,0,1,1190.555046,
5,4,5,844,115,5,3589,2825,764,190.25,152.2,1,1,,,,,0,,0,,
95,57,143,35005,17849,202,3615,44,3659,62.07017544,24.74125874,19,19,,,,,0,,0,,
11,11,60,14632,11812,244,903,884,19,55.45454545,10.16666667,1,1,,,,,0,,0,,
11,11,44,4154,3501,129,1859,945,914,159.6363636,39.90909091,5,5,,,,,0,,0,,
50,33,116,82444,5440,185,3227,2270,957,30.75757576,8.75,3,3,,,,,0,,0,,
61,44,191,18509,15632,311,2217,1332,885,47.31818182,10.90052356,5,5,,,,,0,,0,,
4,2,2,428,231,3,4024,3649,375,231.5,463,1,1,,,,,0,,0,,
9,6,15,3924,2137,31,2123,1138,985,354.3333333,141.7333333,2,2,,,,,0,,0,,
3,1,17,1247,742,17,1763,1745,18,406,23.88235294,1,1,,,,,0,,0,,
459,1,,500,493,8,,,,1295,,2,1,,,,,0,,0,,
129,1,,1618,1014,2,4433,860,3573,4466,,3,3,9,0,16,1.777777778,0,0,16,1430.607882,
14,8,9,693,583,17,2165,1656,509,34.625,30.77777778,1,1,,,,,0,,0,,
3,2,14,14748,4476,17,1046,447,599,1226.5,175.2142857,1,1,,,,,0,,0,,
1,,,54,,,1786,505,1281,,,1,1,,,,,0,,0,,
13,9,6,648,432,20,691,685,6,188.1111111,282.1666667,1,1,,,,,0,,0,,
1,1,5,197,174,8,3788,3788,0,1656,331.2,1,1,,,,,0,,0,,
5,4,17,3834,858,25,1980,1711,269,267.75,63,2,2,,,,,0,,0,,
3,2,5,9681,2878,10,2114,18,2132,1578.5,631.4,1,1,,,,,0,,0,,
124,19,17,29072,1439,66,514,230,284,82.42105263,92.11764706,6,6,,,,,0,,0,,
,1,,441,25,1,1513,1456,57,710,,,1,,,,,0,,0,,
119,84,722,197019,62848,1154,1491,194,1297,18.52380952,2.155124654,8,7,,,,,0,,0,,
298,217,383,43040,23928,699,3083,54,3137,14,7.932114883,17,16,1,1,-7,-7,1,1,37,,
11,10,41,34734,30692,45,5052,4328,724,72.4,17.65853659,8,8,,,,,0,,0,,
26,11,13,22451,16778,37,2659,92,2567,228.9090909,193.6923077,5,5,1,0,2,2,0,0,2,,
16,11,45,3543,2073,73,882,226,656,277.8181818,67.91111111,3,3,,,,,2,,2,,
76,54,104,20906,9152,163,2312,26,2338,35.94444444,18.66346154,11,11,3,3,3,1,0,0,3,0,
313,27,78,26469,13206,256,1835,9,1844,94.7037037,32.78205128,10,10,2,0,0,0,0,2,0,412.4073032,
17,5,42,1891,1664,60,1767,352,1415,296.8,35.33333333,4,5,,,,,0,,0,,
327,27,394,28573,28321,1543,3478,687,2791,48.07407407,3.294416244,7,7,,,,,0,,0,,
146,73,306,128666,30549,386,3182,150,3032,56.21126761,13.17161716,21,20,,,,,0,,0,,
353,25,205,20299,17895,298,4913,1497,3416,190.68,23.25365854,11,9,1,0,1,1,0,0,1,,
93,68,216,21722,13973,359,5285,47,5238,71.26470588,22.43518519,3,3,,,,,0,,0,,
34,28,80,7035,6748,149,1370,383,987,47.92857143,16.775,4,4,2,0,0,0,0,1,0,171.8756019,
12,8,10,1489,1090,15,3457,2756,701,123.75,99,2,2,,,,,0,,0,,
107,30,250,270371,265756,344,1075,237,838,53.33333333,6.4,7,7,,,,,0,,0,,
2,1,,244,2,1,,,,1277,,1,1,,,,,0,,0,,
308,43,132,49779,14305,175,3330,551,2779,64.62790698,21.0530303,89,86,,,,,0,,0,,
31,30,20,1545,1553,82,1970,1728,242,5.133333333,7.7,2,3,,,,,1,,0,,
23,21,79,2765,2404,158,1897,1045,852,40.47619048,10.75949367,1,1,,,,,0,,0,,
217,19,52,21435,3730,91,4187,3283,904,47.57894737,17.38461538,5,4,1,0,0,0,1,0,1,,
131,,,,,,,,,,,1,,3,0,0,0,0,3,0,929.8798958,
29,24,398,18280,16489,726,923,610,313,36.91666667,2.226130653,3,3,,,,,0,,0,,
214,15,255,30749,20570,586,1645,1119,526,163.2142857,8.960784314,5,4,,,,,0,,0,,
10,6,57,7494,7345,72,2441,1110,1331,221.5,23.31578947,4,4,,,,,1,,0,,
7,6,2,1263,98,7,2243,2243,0,191.3333333,574,2,2,,,,,0,,0,,
7,3,22,13094,993,33,945,942,3,232.3333333,31.68181818,1,1,,,,,0,,0,,
2,,,96,,,,,,,,1,1,,,,,0,,0,,
3,,,50,,,1003,1002,1,,,1,1,,,,,0,,0,,
70,42,133,56289,45617,304,2176,1107,1069,17.83333333,5.631578947,12,11,,,,,0,,0,,
13,4,14,105124,766,21,2924,131,2793,878.5,251,3,3,,,,,1,,0,,
1,,,8,,,,,,,,1,1,,,,,0,,0,,
8,,,2416,,,,,,,,2,2,1,0,0,0,0,0,0,,
118,88,412,70854,51037,744,1665,908,757,8.181818182,1.747572816,6,6,,,,,0,,0,,
1,,,2,,,1147,1142,5,,,1,1,,,,,0,,0,,
8,3,6,1587,254,6,1244,1004,240,490,163.3333333,3,2,,,,,0,,0,,
1,,,224,,,,,,,,1,1,,,,,0,,0,,
487,201,704,423072,28962,1151,2921,9,2930,14.82089552,4.231534091,26,27,42,11,47,1.119047619,0,39,47,2345.744387,
11,10,17,3760,530,24,2744,2035,709,142.625,87.76923077,2,3,,,,,0,,0,,
106,8,18,4603,549,23,2571,56,2627,377.625,167.8333333,7,7,,,,,0,,0,,
2,1,,7,5,1,3222,2826,396,1518,,1,1,,,,,0,,0,,
5,5,,151,150,5,3139,3135,4,306.4,,2,2,,,,,0,,0,,
45,40,219,15954,14309,397,3723,926,2797,69.925,12.7716895,3,3,,,,,0,,0,,
6,,,36,,,,,,,,4,4,,,,,0,,0,,
1,,,4,,,,,,,,1,1,4,1,5,1.25,1,1,7,340.0262037,
13,3,15,5367,2821,32,1663,742,921,236,47.2,4,3,,,,,0,,0,,
16,5,11,2161,762,18,4833,4386,447,92.8,42.18181818,2,2,,,,,0,,0,,
12,9,1,71,63,14,342,342,0,157,1413,2,2,,,,,0,,0,,
13,10,42,3005,2009,71,3283,2270,1013,183.7,43.73809524,6,6,2,0,1,0.5,4,1,21,477.8174653,
7,1,32,8107,3461,37,4212,2756,1456,1730,54.0625,1,1,,,,,0,,0,,
2,,,25,,,,,,,,2,,3,1,13,4.333333333,0,2,13,2809.944896,
26,16,12,3866,2166,37,3381,2449,932,103.1875,137.5833333,3,3,,,,,0,,0,,
63,18,31,4494,956,51,2823,1414,1409,112.4444444,65.29032258,5,5,,,,,0,,0,,
6,6,9,5795,3049,37,804,803,1,399.6666667,266.4444444,2,3,2,1,0,0,4,1,52,19.61513889,
1,1,,8,8,1,,,,974,,1,1,1,0,1,1,6,0,2,,
1,1,1,31,31,2,2035,2035,0,3015,3015,1,1,1,0,-1,-1,1,0,13,,
13,4,75,29864,25875,127,127,5,132,262.25,20.17307692,3,2,,,,,0,,0,,
1111,51,146,45558,25939,303,3649,226,3423,4.62745098,1.616438356,9,7,,,,,0,,0,,
15,9,18,2503,602,27,970,151,819,114,57,3,3,,,,,0,,0,,
1,1,,2,2,1,4290,2338,1952,3108,,1,1,,,,,0,,0,,
757,26,18,2918,2350,98,308,217,91,4.615384615,6.666666667,3,3,,,,,0,,0,,
9,3,5,2227,252,8,3518,2558,960,553.3333333,332,2,1,1,1,1,1,0,1,1,,
1547,515,1696,407747,120153,2570,4180,611,3569,7.281553398,2.211084906,52,54,,,,,1,,0,,5
152,27,83,46575,12280,165,3802,3404,398,16.92592593,5.506024096,4,4,,,,,0,,0,,
1,,,2,,,,,,,,1,,19,6,19,1,0,12,19,189.1183333,
135,45,37,8219,3615,103,3609,2065,1544,41.48888889,50.45945946,8,8,7,1,7,1,6,4,121,1358.119502,
2,1,1,36,2,1,1881,1881,0,2734,2734,1,1,,,,,1,,-1,,
9,7,13,1372,1371,26,4547,4546,1,39.14285714,21.07692308,1,1,,,,,0,,0,,
12,4,8,1603,792,13,2076,2076,0,78,39,1,1,,,,,0,,0,,
12,6,12,893,555,17,4523,4066,457,90.66666667,45.33333333,2,2,1,0,119,119,0,0,119,,
7,5,19,1905,1662,23,3037,2487,550,374.2,98.47368421,1,1,,,,,0,,0,,
11,10,16,1475,966,30,2600,1911,689,90.3,56.4375,1,1,,,,,0,,0,,
19,9,79,8299,2848,101,4356,2454,1902,236.7777778,26.97468354,5,5,3,0,4,1.333333333,0,0,4,397.9116551,
2,2,,4,4,2,2318,2315,3,980.5,,1,1,,,,,0,,0,,1
47,33,63,19619,9944,128,2600,2191,409,27.40625,14.61666667,2,2,,,,,0,,0,,
10,3,36,31904,5950,56,1419,858,561,318,26.5,2,2,,,,,0,,0,,
1,,,8,,,,,,,,1,1,,,,,0,,0,,
21,11,17,2281,857,28,2300,2233,67,56.63636364,36.64705882,2,2,,,,,0,,0,,
62,23,10,1759,748,39,5308,4000,1308,66,151.8,5,4,,,,,0,,0,,
4,4,6,5059,4183,12,3300,3295,5,22.25,14.83333333,2,2,,,,,0,,0,,
3,3,7,791,506,17,3793,1063,2730,548,234.8571429,1,1,4,2,5,1.25,0,4,5,264.8867014,
30,7,27,2107,1476,42,3745,3282,463,50.57142857,13.11111111,1,1,,,,,0,,0,,
43,16,21,4438,1406,27,2061,1207,854,137,104.3809524,2,2,1,0,0,0,0,0,0,,
39,25,35,8940,2579,71,2100,1003,1097,114.96,82.11428571,9,8,2,1,0,0,1,0,0,0.045405093,
372,19,63,11170,9231,102,3318,2600,718,63.57894737,19.17460317,3,3,,,,,0,,0,,
22,7,17,6180,3016,22,3060,416,2644,438.4285714,180.5294118,3,3,,,,,0,,0,,
102,50,136,23002,7777,232,3576,61,3515,96.14,35.34558824,4,4,1,0,0,0,1,0,0,,
17,7,9,2166,424,10,3977,1325,2652,371.8571429,289.2222222,1,2,,,,,0,,0,,
511,25,97,9280,5520,139,3905,1805,2100,84.84,21.86597938,10,10,2,0,124,62,0,1,124,338.0033565,
6,4,2,88,50,7,2762,2213,549,616.75,1233.5,1,1,,,,,0,,0,,
9,2,3,299,190,4,3976,3976,0,28,18.66666667,1,1,12708,6411,73842,5.810670444,15,45,74179,4348.956019,
15,12,30,4930,848,40,1522,21,1501,100.25,40.1,1,1,,,,,0,,0,,
7,5,15,1591,1439,41,3866,3865,1,52,17.33333333,1,1,,,,,0,,0,,
17,14,20,1195,793,30,2384,1746,638,50.57142857,35.4,7,7,7,1,4,0.571428571,7,1,10,-108.4485301,
15,2,6,1135,312,10,985,967,18,731.5,243.8333333,1,1,2,0,0,0,0,1,0,463.1853009,
34,24,99,22236,9394,210,2941,2223,718,62.08333333,15.05050505,3,3,,,,,1,,1,,
44,29,207,29026,26990,352,3121,2390,731,25.44827586,3.565217391,4,4,1,1,1,1,0,1,1,,
144,123,160,66681,13051,416,4110,2514,1596,15.11382114,11.61875,7,7,,,,,1,,1,,
1,1,1,291,97,1,3776,3776,0,204,204,1,1,,,,,0,,0,,
12,9,15,1501,1311,37,3457,3452,5,70.11111111,42.06666667,2,2,,,,,0,,0,,
1,,,141,,,2442,1424,1018,,,1,1,,,,,0,,0,,
2,2,8,3451,2200,8,2332,316,2016,939.5,234.875,1,1,,,,,0,,0,,
25,1,,41796,5228,,,,,76,,1,,,,,,0,,0,,
139,88,137,267495,7420,270,2207,946,1261,16.71590909,10.73722628,11,11,1,1,0,0,1,1,1,,
2,,,4,,,1949,1893,56,,,1,1,,,,,0,,0,,
1,,,247,,,,,,,,1,1,,,,,0,,0,,
9,1,2,606,77,3,2222,2222,0,1020,510,3,2,,,,,0,,0,,
7,3,2,2260,908,25,2228,337,1891,789.3333333,1184,2,2,,,,,0,,0,,
1,1,,6,6,1,,,,233,,1,1,,,,,1,,1,,
14,4,1,625,149,6,4024,3687,337,95.75,383,3,3,,,,,0,,0,,
23,6,15,2940,1003,20,3660,776,2884,661.3333333,264.5333333,7,8,,,,,0,,0,,
13,12,15,2845,1684,31,2311,2306,5,1.75,1.4,2,2,,,,,0,,0,,
63,27,93,11385,2835,119,2487,1369,1118,47.59259259,13.8172043,8,8,8,5,12,1.5,7,8,16,1306.751782,
1,1,,8,4,2,2372,2306,66,146,,1,1,,,,,0,,0,,
1,1,2,242,71,2,2788,1694,1094,1142,571,1,1,1,0,0,0,0,1,0,,
2,2,4,1671,920,4,3841,3841,0,5,2.5,1,1,,,,,0,,0,,
2,1,1,1545,383,1,2971,2971,0,0,0,1,1,,,,,0,,0,,
7,3,6,2547,329,12,3699,671,3028,962.6666667,481.3333333,5,5,,,,,1,,35,,
44,35,126,505252,17663,207,3105,2861,244,38.45714286,10.68253968,4,4,,,,,0,,0,,
64,35,112,36354,3249,161,1918,1588,330,7.428571429,2.321428571,4,4,,,,,0,,0,,
69,43,74,10647,5362,247,1422,58,1480,47.23255814,27.44594595,3,3,,,,,0,,0,,
6,5,7,576,502,15,3949,2135,1814,441.2,315.1428571,3,3,,,,,0,,0,,
1068,58,334,31732,26157,469,2787,197,2590,60.15517241,10.44610778,7,6,,,,,0,,0,,
8,5,52,14940,14787,81,4174,3153,1021,82.6,7.942307692,1,1,1,0,0,0,0,0,0,,
483,2,,66,7,2,,,,72,,2,2,,,,,0,,0,,
3,2,2,2182,452,4,1563,1563,0,41,41,1,1,,,,,0,,0,,
6,6,9,1139,394,10,3494,2045,1449,346.3333333,230.8888889,1,1,,,,,0,,0,,
2,1,1,210,15,1,3828,3828,0,424,424,1,1,,,,,0,,0,,
23,10,14,2563,621,18,1429,15,1444,422.7,301.9285714,6,6,,,,,0,,0,,
8,7,11,5948,4297,23,4740,1477,3263,477,303.5454545,2,3,,,,,0,,0,,
1,1,1,411,373,1,4448,4448,0,0,0,1,1,,,,,0,,0,,
45,26,390,127235,36838,502,3201,581,2620,99.84615385,6.656410256,15,13,3,0,1,0.333333333,0,1,1,2417.20544,
43,20,85,22507,6045,120,4986,665,4321,216.05,50.83529412,7,7,1,0,3,3,0,0,3,,
10,9,8,1460,627,17,2049,1433,616,275.7777778,310.25,1,1,,,,,0,,0,,
238,185,348,72176,34995,775,2977,2,2975,16.34594595,8.689655172,18,18,,,,,1,,1,,
86,71,270,843618,37850,597,3699,3047,652,10.43661972,2.744444444,6,6,,,,,0,,0,,
1,,,12,,,,,,,,1,,,,,,0,,0,,
11,4,147,31294,20578,244,3455,2031,1424,413.25,11.24489796,4,5,,,,,0,,0,,
19,15,37,4671,3898,57,4509,4194,315,39.46666667,16,2,2,,,,,0,,0,,
156,22,7,1479,719,27,2723,1297,1426,64.77272727,203.5714286,7,7,,,,,0,,0,,
244,96,156,313411,29324,344,2961,2651,310,6.510416667,4.006410256,8,6,,,,,0,,0,,
74,52,204,20155,18564,375,3177,1888,1289,36.71153846,9.357843137,8,9,5,2,19,3.8,0,5,19,1330.244838,
120,7,47,66828,4753,61,1761,1027,734,186.5714286,27.78723404,10,10,,,,,0,,0,,
1,,,2,,,2043,1759,284,,,1,1,,,,,0,,0,,
3,,,12,,,4480,759,3721,,,2,2,,,,,0,,0,,
24,9,9,6143,1340,37,3131,1309,1822,200.7777778,200.7777778,2,2,,,,,1,,6,,
13,5,3,934,156,8,3832,953,2879,575.8,959.6666667,2,2,,,,,0,,0,,
3,2,31,204874,2458,37,2477,2471,6,209.5,13.51612903,2,2,6,1,9,1.5,1,2,10,11.90677083,
34,19,77,5218,4043,159,2421,64,2485,206.5789474,50.97402597,3,3,,,,,0,,0,,
54,39,90,16701,5755,175,1655,1525,130,17.51282051,7.588888889,4,3,,,,,0,,0,,
27,19,33,3415,3096,64,2081,1206,875,37.63157895,21.66666667,3,3,,,,,0,,0,,
