number_of_commits,commits_client_files,commits_import_library,code_churn,code_churn_client_files,imports,days_since_first_import,days_since_last_import,days_between_imports,avg_days_commits_client_files,avg_days_commits_import_library,projects,projects_import,Num_Answers,Num_Accepted_Answers,Num_Upvotes,Avg_Score_Per_Answer,Num_Questions,Num_First_Answers,Tag_Score,time_of_activity,rating
22,17,,1287,748,17,2601,2591,10,147.8823529,,3,3,,,,,0,,0,,2
39,36,,3554,3006,134,2107,1615,492,38.28571429,,2,2,,,,,0,,0,,
61,26,,1966,1032,48,3469,2466,1003,116.8076923,,15,15,,,,,0,,0,,
29,21,1,1620,1432,51,2056,1203,853,54.9047619,1153,2,2,,,,,0,,0,,
70,55,,29652,25439,194,1033,1030,3,54.98181818,,10,10,,,,,0,,0,,
7,4,,963,183,6,3186,1808,1378,986.25,,3,3,,,,,0,,0,,
46,42,,3641,3261,81,2293,292,2001,73.26190476,,3,3,,,,,0,,0,,
8,7,,1488,1080,49,2511,2371,140,77.14285714,,1,1,,,,,0,,0,,
23,9,,1210,708,15,,,,70.77777778,,2,2,,,,,0,,0,,
9,8,,533,396,17,314,314,0,235.5,,4,5,,,,,0,,0,,
357,238,1,163174,119767,1039,2356,858,1498,8.327731092,1982,13,13,,,,,0,,0,,
1,,,6,,,2602,1483,1119,,,1,1,,,,,0,,0,,
4,3,,2024,1790,7,2533,1656,877,1013.333333,,4,4,,,,,0,,0,,
24,19,,4655,2638,32,1221,627,594,135.6315789,,1,1,,,,,1,,-2,,
127,59,,129238,103759,480,,,,23.42372881,,3,3,,,,,0,,0,,
2,1,,48,39,3,2592,49,2641,2425,,1,1,,,,,0,,0,,
28,23,,3425,1916,29,2706,2548,158,44.29411765,,3,3,,,,,0,,0,,
59,25,,2353,1908,54,,,,1.16,,3,3,,,,,0,,0,,
890,647,3,75424,64027,1237,3228,2173,1055,6.632148377,1430.333333,80,80,,,,,0,,0,,
333,122,,18923,10670,327,2292,1474,818,18.98360656,,12,13,,,,,0,,0,,
202,111,1,19253,7645,246,2938,512,2426,27.25225225,3025,26,26,,,,,0,,0,,
8,6,,2273,2236,13,1901,509,1392,315.8333333,,1,1,,,,,0,,0,,
43,9,,42470,33836,152,2389,279,2110,292.8888889,,4,3,,,,,0,,0,,
192,37,,35145,3418,53,2803,645,2158,128.972973,,11,11,,,,,0,,0,,
1,,,8,,,4666,3508,1158,,,1,1,,,,,0,,0,,
149,3,,475,133,4,,,,79.66666667,,3,3,,,,,0,,0,,
74,38,,4818,2415,64,1557,274,1283,39.89473684,,5,5,,,,,0,,0,,
19,8,,729,420,12,4173,916,3257,395.625,,5,5,,,,,0,,0,,
7,4,,509,249,4,2555,1448,1107,309.75,,1,1,,,,,0,,0,,
14,6,,1120,675,11,,,,265,,1,1,,,,,0,,0,,
2,1,,4,2,1,1325,1325,0,4329,,1,1,,,,,0,,0,,
22,13,,2536,1709,24,2885,622,2263,280.0769231,,5,4,,,,,0,,0,,
1838,82,,11311,3461,127,1907,863,1044,25.47560976,,20,19,2,0,10,5,5,2,8,0.009537037,
1952,282,8,33597,21730,762,1933,1572,361,9.65248227,340.25,30,30,,,,,0,,0,,
739,119,2,203764,148161,1267,2576,260,2316,21.57142857,1283.5,24,24,,,,,0,,0,,
324,46,,8658,3475,67,1190,913,277,18.47826087,,7,7,1,0,10,10,0,0,10,,
1,,,2,,,3422,1536,1886,,,1,1,,,,,0,,0,,
6,,,36,,,,,,,,1,1,,,,,0,,0,,
749,273,1,54470,22274,619,1417,1417,0,6.003663004,1639,47,48,,,,,0,,0,,
5,1,,506,31,1,3709,2367,1342,2157,,2,2,,,,,0,,0,,
282,71,1,13507,11224,250,1941,503,1438,31.85915493,2262,16,16,,,,,0,,0,,
1750,234,,397222,317289,1329,4811,61,4750,8.591928251,,45,46,,,,,0,,0,,
8,5,2,3639,2572,39,3226,324,2902,580.4,1451,3,3,,,,,0,,0,,
698,245,2,33696,22872,666,2940,475,2465,10.31836735,1264,18,18,1,0,2,2,0,0,2,,
2,,,34,,,1233,1233,0,,,1,1,,,,,0,,0,,
15,13,,343,251,13,4353,4323,30,80.46153846,,1,1,,,,,0,,0,,
5,2,,338,50,2,2629,467,2162,1966.5,,1,1,,,,,0,,0,,
12,4,,738,194,11,1334,73,1407,204,,1,1,,,,,0,,0,,
202,1,,15,15,3,3081,2964,117,2870,,2,2,,,,,0,,0,,
601,223,,30294,19223,596,4105,666,3439,20.04035874,,12,13,,,,,0,,0,,
17,6,,1395,576,20,2463,1036,1427,528.1666667,,2,2,,,,,0,,0,,
1,,,1175,,,1576,1211,365,,,1,1,,,,,0,,0,,
2,1,,162,85,1,2391,690,1701,2046,,2,2,,,,,0,,0,,
23,10,,10150,6227,62,2371,1049,1322,220.2,,2,2,,,,,0,,0,,
12,7,,2258,706,26,1748,480,1268,249,,3,3,,,,,0,,0,,
122,57,,126071,11281,227,3496,2671,825,34.05263158,,5,5,,,,,0,,0,,
3,,,14,,,1254,589,665,,,3,3,,,,,0,,0,,
119,45,,35537,17352,371,3274,1448,1826,68.48888889,,6,6,,,,,0,,0,,
5,1,,15750,34,1,3297,58,3239,3368,,5,5,,,,,0,,0,,
2,1,,49,37,2,2390,926,1464,2994,,1,1,,,,,0,,0,,
1,1,,8,15,2,687,687,0,166,,,1,,,,,0,,0,,
729,667,46,1075537,909388,11860,2235,786,1449,2.146926537,31.13043478,24,23,,,,,0,,0,,
363,154,3,401134,171041,1502,1559,62,1497,19.84415584,1018.666667,61,61,,,,,0,,0,,4
132,,,,,,3006,433,2573,,,1,1,,,,,0,,0,,
6,,,1051,,,3701,2978,723,,,2,1,,,,,0,,0,,
1814,1131,49,3924388,2492304,29338,1723,595,1128,0.274093722,6.326530612,92,92,,,,,0,,0,,
21,,,1188,,,4642,4327,315,,,6,6,,,,,0,,0,,
3,,,9,,,4017,3355,662,,,1,1,,,,,0,,0,,
195,7,,26477,24554,118,4248,224,4024,731.8571429,,5,7,,,,,0,,0,,
137,65,6,141008,68658,483,4633,637,3996,70.66153846,765.5,19,18,,,,,0,,0,,
4,4,,19240,16477,19,560,114,446,521.5,,2,2,,,,,0,,0,,
,1,,,3,1,5131,254,4877,4851,,,1,,,,,0,,0,,
7,2,,47,25,3,,,,1170.5,,3,3,,,,,0,,0,,
7,2,,124,88,2,2485,2485,0,226.5,,1,1,,,,,0,,0,,
4,,,230,,,3343,960,2383,,,2,2,,,,,0,,0,,
298,169,,118458,93027,507,3117,1757,1360,18.95266272,,7,7,,,,,0,,0,,
165,21,1,13377,2995,106,300,86,214,12.61904762,265,2,1,,,,,0,,0,,
34,24,,7238,2915,68,1793,828,965,79.16666667,,9,9,,,,,0,,0,,
65,42,,11759,9745,147,4188,2624,1564,102.3095238,,14,14,,,,,0,,0,,
95,38,,85086,58031,215,1476,1476,0,39.63157895,,6,6,,,,,0,,0,,
1,,,0,,,,,,,,1,1,,,,,0,,0,,
6,3,,67,62,3,3691,191,3500,1298.333333,,3,3,5,5,5,1,0,5,5,0,
56,41,,10280,6910,203,3044,2560,484,53.73170732,,6,6,,,,,0,,0,,
211,140,,238006,153558,1095,3732,230,3502,24.79285714,,17,17,,,,,0,,0,,
3,1,,567,117,2,,,,2462,,1,1,,,,,0,,0,,
96,91,4,189645,169959,1254,1211,1097,114,24.87912088,566,5,5,,,,,0,,0,,
377,84,1,9001,6440,185,5459,3034,2425,40.8452381,3431,16,16,,,,,0,,0,,
7,3,,476,214,3,2136,65,2201,905,,2,2,,,,,0,,0,,
13,4,,778,77,4,3137,2974,163,882,,2,2,,,,,0,,0,,
107,32,,6869,2548,78,3659,1804,1855,77.25,,4,4,,,,,0,,0,,
159,131,,13354,10383,318,2539,998,1541,25.79389313,,3,4,,,,,0,,0,,
1,,,23,,,4341,2296,2045,,,1,1,,,,,0,,0,,
13,5,,2029,595,10,3719,836,2883,734.2,,2,2,,,,,1,,0,,
136,89,5,95472,77623,678,2020,149,1871,23.01123596,409.6,12,12,,,,,0,,0,,
1,1,,2,2,1,,,,2262,,1,1,,,,,0,,0,,
15,4,,44501,3386,36,1807,22,1785,354.75,,3,2,,,,,0,,0,,
1,,,2,,,539,539,0,,,1,1,,,,,0,,0,,
1,,,8,,,3246,2769,477,,,1,1,,,,,0,,0,,
11,6,,1711,248,10,4067,2243,1824,442,,2,2,,,,,0,,0,,
5,4,,40663,40025,84,2605,470,2135,571,,2,2,,,,,0,,0,,
25,23,1,5050,4630,73,2523,2523,0,113.5217391,2611,3,2,,,,,0,,0,,
51,46,,38628,17144,139,3423,46,3469,29.84782609,,,2,,,,,0,,0,,
1,,,2,,,3562,1609,1953,,,1,1,,,,,0,,0,,
230,57,,28723,24476,443,2857,575,2282,61.33333333,,7,7,,,,,0,,0,,
25,23,,14796,3960,66,4183,1751,2432,175.2173913,,2,2,,,,,0,,0,,
391,115,,20953,10850,267,782,8,774,36.8173913,,13,13,,,,,0,,0,,
20,18,,1772,370,19,4556,3406,1150,90.83333333,,1,1,,,,,0,,0,,
25,15,,4240,1615,54,1487,46,1533,184.8,,3,3,,,,,0,,0,,
120,13,2,113830,105301,309,1772,1772,0,336.0769231,2184.5,2,2,1,0,2,2,1,0,2,,
4,4,,18570,17895,100,,,,225.25,,1,1,,,,,0,,0,,
86,55,,68975,65883,154,4195,2560,1635,92.21818182,,4,4,,,,,0,,0,,
233,22,,17987,14250,115,1842,1834,8,29.22727273,,3,3,,,,,0,,0,,
1,,,16,,,3966,142,3824,,,1,1,,,,,0,,0,,
1,1,,2,2,1,3144,3143,1,1967,,1,1,,,,,0,,0,,
1,1,,17,2,1,1928,1107,821,1916,,1,1,,,,,0,,0,,2
297,40,,1733,1020,63,569,569,0,126.525,,4,4,,,,,0,,0,,
186,78,,12272,6564,196,3510,82,3428,44.26923077,,6,6,,,,,0,,0,,
24,16,,1478,769,34,4769,932,3837,249.125,,3,4,,,,,0,,0,,
20,6,,483,337,8,1564,931,633,163.6666667,,4,3,,,,,0,,0,,
43,23,,93391,42949,402,3348,674,2674,145.6086957,,1,1,,,,,0,,0,,
37,24,,546,432,39,4102,57,4045,144.7083333,,4,4,,,,,0,,0,,
3,1,,263,252,3,1936,1934,2,3134,,2,2,,,,,0,,0,,
19,8,,1811,1043,14,,,,167.75,,3,1,,,,,0,,0,,
7,1,,71,17,1,,,,1351,,1,1,,,,,0,,0,,
2127,473,22,718183,621789,2565,3080,22,3102,6.469344609,139.0909091,82,82,,,,,0,,0,,
187,105,4,55904,51821,340,2275,1558,717,18.4952381,485.5,21,21,,,,,0,,0,,
75,43,10,144922,123720,772,2240,1616,624,42.65116279,183.4,13,12,,,,,0,,0,,
462,271,9,154539,121325,1144,3168,114,3054,11.55350554,347.8888889,51,50,1,0,1,1,0,1,1,,
226,45,2,69246,36024,249,1860,1860,0,47.82222222,1076,4,4,,,,,0,,0,,
396,228,,982324,848808,2808,4349,1411,2938,13.42982456,,24,23,,,,,0,,0,,
65,1,,17121,23,1,3376,2514,862,3193,,6,5,,,,,0,,0,,
6,5,,467721,854,8,2634,2634,0,480,,6,6,4,2,31,7.75,17,1,56,836.0258102,
93,59,,1916,1375,90,3199,947,2252,45.01694915,,8,8,,,,,0,,0,,
688,317,,37612,25996,638,2370,2237,133,10.42586751,,24,24,2,0,81,40.5,1,1,81,374.1656481,
263,76,,14530,13552,250,3067,2101,966,27.81578947,,25,20,,,,,0,,0,,
452,151,,41431,36266,413,507,503,4,25.1589404,,10,10,1,0,6,6,0,0,6,,
805,145,2,108752,99595,507,4248,1410,2838,27.11034483,1965.5,24,22,2,0,18,9,0,0,18,1015.088113,
34,17,1,5945,4668,99,233,114,119,98.82352941,1680,1,2,,,,,0,,0,,
5,5,,113287,584,18,748,671,77,794.6,,1,2,,,,,0,,0,,
18,5,,2690,559,5,4333,615,3718,903.2,,6,6,,,,,0,,0,,
85,73,2,4792,1933,89,2525,1517,1008,18.41176471,626,3,2,,,,,0,,0,,
1552,106,,29956,28103,226,3948,3401,547,26.62264151,,20,20,,,,,0,,0,,
743,40,,37909,36907,73,,,,21.2,,8,8,,,,,0,,0,,
825,10,,2341,1476,22,2882,2831,51,128.4,,6,6,,,,,0,,0,,
814,146,1,50451,38972,540,2145,340,1805,26,3796,26,26,,,,,0,,0,,
1247,289,15,240076,218555,1539,3978,283,3695,13.71626298,264.2666667,41,42,,,,,0,,0,,
479,37,,44488,38703,427,,,,50.51351351,,2,1,2,2,745,372.5,0,0,745,-30.32416667,
216,189,,192627,114945,643,1699,1699,0,8.788359788,,11,11,,,,,0,,0,,
167,24,,23818,21294,101,1360,1360,0,46.16666667,,3,2,,,,,0,,0,,
363,3,,11387,10317,5,508,508,0,578.6666667,,5,4,,,,,0,,0,,
123,2,,8,8,4,,,,985.5,,2,1,,,,,0,,0,,
92,74,,13221,8076,220,,,,15.51351351,,3,3,7,4,37,5.285714286,2,0,70,234.8411343,
606,155,,45031,34766,882,2423,2054,369,16.19354839,,16,16,,,,,0,,0,,
267,35,2,5176,4803,75,547,239,308,20.97142857,367,5,4,,,,,0,,0,,
384,55,,50093,39318,423,,,,61.78181818,,7,6,,,,,0,,0,,
48,33,,44833,44347,90,2206,1957,249,17,,4,4,,,,,1,,-1,,
207,32,,10705,10374,93,1828,436,1392,48.1875,,3,3,,,,,0,,0,,
478,177,3,113706,74802,949,1584,32,1552,13.16949153,777,15,15,,,,,0,,0,,
37,35,1,28772,28449,156,3474,2247,1227,99.45714286,3481,6,7,1,0,2,2,2,1,4,,
101,17,1,107897,106819,1357,2012,2012,0,78.05882353,1327,1,1,,,,,0,,0,,
530,270,2,183902,150088,1238,2503,15,2518,16.3,2200.5,40,38,1,0,5,5,0,0,5,,
267,117,,52929,40525,202,3778,447,3331,34.05128205,,29,29,,,,,0,,0,,
305,107,,121919,105830,951,2097,1224,873,23.39252336,,6,6,,,,,0,,0,,
646,77,7,187536,52806,562,2100,1692,408,29.79220779,327.7142857,9,8,,,,,0,,0,,
202,79,15,651614,92391,513,2562,1484,1078,34.81012658,183.3333333,11,12,1,1,2,2,0,0,2,,
65,63,2,67142,65420,409,420,420,0,29.50793651,929.5,3,3,,,,,0,,0,,
95,83,,32198,19977,301,3025,2782,243,22.07228916,,4,4,,,,,0,,0,,
96,82,,95213,37096,403,2864,1284,1580,44.81707317,,14,14,,,,,0,,0,,
25,25,,3666,3349,100,,,,20.84,,2,2,,,,,0,,0,,
128,76,,30732,7066,271,1628,1627,1,38.46052632,,5,6,,,,,0,,0,,
73,67,,45745,45087,215,1617,1614,3,34.86567164,,8,8,,,,,0,,0,,
24,19,,42323,41615,109,1320,1318,2,66.94736842,,3,3,,,,,0,,0,,
75,71,,9011,8563,183,,,,11.69014085,,5,5,,,,,0,,0,,
99,79,,14589,12414,195,3922,660,3262,51.02531646,,5,5,,,,,0,,0,,
248,17,,6459,4949,145,,,,97.11764706,,5,4,,,,,0,,0,,
17,15,,41553,41264,101,,,,150.6,,1,1,,,,,0,,0,,
47,40,,14425,14089,144,4697,1673,3024,53.525,,3,3,,,,,0,,0,,
63,60,,196211,63565,1431,,,,13.98333333,,7,7,,,,,0,,0,,
103,75,,102632,69554,692,2145,125,2020,48.56,,9,9,,,,,0,,0,,
47,32,8,160817,20720,219,1741,1534,207,72.09375,288.375,6,6,,,,,0,,0,,
171,139,,36478,31789,518,4201,1202,2999,34.43165468,,15,15,,,,,0,,0,,
14,14,,1516,1494,46,,,,119.6428571,,1,1,,,,,0,,0,,
178,103,,202597,66040,622,2820,1022,1798,22.85436893,,15,15,,,,,0,,0,,
15,15,,1906,1672,64,1478,1478,0,20.4,,2,2,,,,,0,,0,,
86,71,,93968,80636,268,1765,1765,0,20.21126761,,9,9,,,,,0,,0,,
30,24,,10784,6618,132,,,,4.625,,4,4,,,,,0,,0,,
106,80,,69260,26133,222,1410,223,1187,26.65,,13,12,,,,,0,,0,,
20,19,,4705,2801,71,2079,851,1228,96.26315789,,3,3,,,,,0,,0,,
210,166,10,27625,24819,532,3227,2899,328,14.87349398,246.9,6,6,,,,,0,,0,,
645,105,5,174923,105924,499,1327,117,1210,13.26666667,278.6,15,15,,,,,0,,0,,
9,9,,516,514,12,1961,1961,0,212.7777778,,2,2,,,,,0,,0,,
415,275,9,308936,295441,1779,1997,377,1620,12.52363636,382.6666667,17,17,,,,,0,,0,,
16,15,,4586,3508,60,,,,133.7333333,,3,2,,,,,0,,0,,
198,108,1,996102,82629,636,3149,429,2720,26.43518519,2855,15,13,,,,,0,,0,,
71,68,,23924,22870,528,,,,26.75,,2,2,,,,,0,,0,,
16,14,,541,304,15,,,,43.28571429,,2,1,,,,,0,,0,,
13,13,,586,586,27,,,,2.692307692,,1,1,,,,,0,,0,,
31,27,9,40348,31907,251,1818,1230,588,61.96296296,185.8888889,5,5,,,,,0,,0,,
21,21,,3077,2388,108,,,,64.61904762,,4,4,,,,,0,,0,,
14,13,,6232,5160,108,,,,84.76923077,,2,2,,,,,0,,0,,
34,1,,3122,12,2,912,642,270,930,,3,3,,,,,0,,0,,
7,7,,16332,16186,28,,,,148.5714286,,1,1,,,,,0,,0,,
122,114,13,725540,67312,917,2636,2076,560,5.868421053,51.46153846,7,7,,,,,0,,0,,
3,2,,305,294,7,3645,3643,2,1574.5,,1,1,,,,,0,,0,,
145,84,,29447,23079,382,2264,2263,1,7.44047619,,4,4,,,,,0,,0,,
9,9,,1740,1737,47,,,,23.88888889,,1,1,,,,,0,,0,,
75,64,,83902,76668,642,,,,18.1875,,5,5,,,,,0,,0,,
6,6,,2333,2326,30,1116,1116,0,0.5,,1,1,,,,,0,,0,,
22,19,,6362,5867,67,1450,617,833,79.78947368,,3,3,,,,,0,,0,,
218,65,,58168,47877,334,1421,617,804,48.01538462,,8,8,,,,,0,,0,,
26,22,,26794,23558,660,2318,693,1625,93.13636364,,2,2,,,,,0,,0,,
2245,176,1,106730,65916,667,2184,2184,0,9.051136364,1593,27,28,3,0,5,1.666666667,0,0,5,60.61829861,
37,34,,6651,5885,144,1493,1272,221,11.23529412,,1,1,,,,,1,,1,,
133,28,3,21394,20145,308,3176,2021,1155,51.35714286,479.3333333,5,5,,,,,0,,0,,
8,7,,999,993,21,2480,2114,366,208.1428571,,1,1,,,,,0,,0,,
542,139,,66837,28632,626,3104,511,2593,20.97841727,,11,10,,,,,0,,0,,
30,16,,1033,707,85,1723,751,972,156.25,,3,3,,,,,0,,0,,
7,7,,127638,13061,42,,,,26.14285714,,1,1,,,,,0,,0,,
178,113,2,295415,103544,793,3157,1779,1378,17.91150442,1012,18,17,,,,,0,,0,,
586,55,,11649,4889,187,2235,641,1594,37.18181818,,9,9,,,,,0,,0,,
45,37,,6333,5100,90,3192,1411,1781,69.83783784,,3,3,,,,,0,,0,,
8,,,382,,,,,,,,2,,,,,,0,,0,,
198,149,,72530,27936,655,1231,1142,89,17.89261745,,12,10,,,,,0,,0,,
132,15,,4871,782,26,4998,2579,2419,188.4666667,,6,5,,,,,0,,0,,
150,116,5,61535,44826,303,3135,2054,1081,8.25862069,191.6,9,9,,,,,0,,0,,
74,52,,43873,35956,618,3589,79,3510,68.69230769,,12,12,,,,,0,,0,,
306,205,8,429392,184376,1327,2820,510,2310,14.4,369,26,27,,,,,0,,0,,
131,95,,31704,23280,482,3410,2216,1194,19.18947368,,9,9,,,,,0,,0,,
5,5,,203,197,12,3615,72,3543,447.6,,1,1,,,,,0,,0,,
13,12,,3481,3478,23,903,884,19,104.9166667,,3,3,,,,,0,,0,,
39,15,,659,352,30,2174,1981,193,135.5333333,,13,13,,,,,0,,0,,
7,6,,11151,11133,5,,,,105.8333333,,3,2,,,,,0,,0,,
197,165,1,31214,23822,861,1859,324,1535,16.08484848,2654,10,10,,,,,0,,0,,
30,18,,41541,1841,32,1292,1292,0,35.5,,3,3,,,,,0,,0,,
12,10,,932,416,15,2851,1311,1540,329.8,,3,3,,,,,0,,0,,
474,119,2,587606,263549,1652,3227,1209,2018,24.51260504,1458.5,32,31,,,,,0,,0,,
47,33,,8472,5601,61,1601,1601,0,33.42424242,,9,9,,,,,0,,0,,
167,95,,611636,13299,408,2275,1917,358,32.08421053,,7,7,,,,,0,,0,,
37,29,,5155,3054,69,4024,2740,1284,143.2068966,,4,4,,,,,1,,1,,
388,261,,1073668,34536,754,2728,2576,152,11.57088123,,29,29,,,,,0,,0,,
1394,386,,197469,172255,2296,3802,233,3569,9.779792746,,24,24,,,,,0,,0,,
15,15,,17952,17916,26,,,,111,,5,5,,,,,2,,0,,
264,173,,716426,624796,1790,2326,2156,170,11.56647399,,32,30,,,,,0,,0,,
112,103,3,77991,53206,643,2123,1138,985,16.52427184,567.3333333,7,7,,,,,0,,0,,
63,47,1,158882,111484,649,321,191,130,11.06382979,520,3,3,,,,,0,,0,,
3,,,26,,,,,,,,2,,,,,,0,,0,,
18,12,,8161,5682,59,,,,257.6666667,,6,5,,,,,0,,0,,
16,12,3,21280,22319,78,1763,856,907,105,420,3,4,,,,,1,,12,,
9,8,,10405,9839,48,,,,180.125,,3,3,,,,,0,,0,,
10,5,,2656,1139,20,2166,2165,1,485.2,,3,3,,,,,0,,0,,
431,315,9,166260,132565,1575,2375,1119,1256,8.266666667,289.3333333,37,37,,,,,0,,0,,
265,63,,1928,1914,149,,,,30.3968254,,11,9,,,,,0,,0,,
274,218,1,128500,99363,1510,4433,860,3573,17.55963303,3828,18,18,,,,,0,,0,,
32,8,,56983,4425,142,,,,263.75,,6,6,1,0,3,3,0,0,3,,
14,8,,16608,5515,78,723,470,253,296.25,,5,5,,,,,0,,0,,
593,49,4,150365,71717,773,2165,1447,718,39.02040816,478,6,5,,,,,0,,0,,
61,47,,55286,44880,540,1046,447,599,58.34042553,,11,11,,,,,0,,0,,
76,49,,13820,12084,139,1553,58,1611,73.53061224,,6,6,,,,,1,,66,,
696,209,1,240954,227223,1283,1786,505,1281,16.08133971,3361,15,16,,,,,0,,0,,
24,19,,26461,24909,121,691,685,6,93.47368421,,4,4,,,,,0,,0,,
14,,,615,,,,,,,,2,,,,,,0,,0,,
218,169,1,101659,95009,901,3788,203,3585,31.68047337,5354,25,25,,,,,0,,0,,
8,5,,7084,6226,15,,,,104.8,,2,2,,,,,0,,0,,
13,,,805,,,718,718,0,,,2,2,,,,,0,,0,,
6,6,,15464,15390,9,,,,56.66666667,,3,3,,,,,0,,0,,
64,40,10,112357,88904,545,1980,1700,280,46.4,185.6,9,7,,,,,0,,0,,
14,14,,10283,9837,155,,,,2.5,,1,1,,,,,0,,0,,
9,8,,183,182,13,,,,435.125,,4,4,,,,,0,,0,,
127,84,,65022,54227,599,,,,21.67857143,,5,6,,,,,0,,0,,
3,3,,249,249,6,,,,144.6666667,,1,1,,,,,0,,0,,
17,5,,7652,4261,51,2114,1412,702,345.4,,3,3,,,,,0,,0,,
8,6,,977,955,15,514,490,24,260,,3,3,,,,,0,,0,,
64,56,,12635,9902,221,1871,1871,0,21.57142857,,9,9,,,,,0,,0,,
1833,352,13,701317,629629,3489,2947,1500,1447,8.167613636,221.1538462,43,43,,,,,0,,0,,
37,31,,2379,1664,32,1513,51,1564,51.67741935,,3,2,,,,,0,,0,,
54,34,6,144454,14355,125,1491,510,981,42.97058824,243.5,5,4,,,,,0,,0,,
2,2,,47,47,4,2682,2681,1,925,,1,1,,,,,0,,0,,
17,4,,1274,650,12,,,,190.75,,9,4,,,,,0,,0,,
52,33,,3450,1365,64,,,,33.72727273,,9,8,,,,,0,,0,,
397,120,,15220,13138,347,3083,10,3073,21.35,,10,10,,,,,0,,0,,
2247,1412,36,912954,341103,4905,5052,1504,3548,3.609065156,141.5555556,163,166,2,0,5,2.5,0,0,5,147.3915394,
503,107,,149148,18990,572,958,411,547,23.13084112,,10,10,,,,,0,,0,,
854,20,,27914,943,75,2659,92,2567,133.3,,9,8,,,,,0,,0,,
93,69,,28750,16669,398,,,,34.34782609,,4,4,,,,,0,,0,,
222,146,1,49486,27982,608,2312,26,2338,15.76712329,2302,15,16,,,,,0,,0,,
157,109,,77510,19682,593,1835,915,920,19.41284404,,5,5,,,,,0,,0,,
41,32,,16645,6123,109,,,,56.15625,,9,8,,,,,0,,0,,
48,40,,10148,8494,345,2097,1798,299,77.875,,4,4,,,,,0,,0,,
31,27,1,418556,16293,126,1497,1108,389,57.48148148,1552,6,7,,,,,0,,0,,
50,45,,7622,4385,241,1767,1755,12,33.48888889,,2,2,,,,,0,,0,,
69,56,,36594,14679,198,957,583,374,16.85714286,,6,6,,,,,0,,0,,
2072,137,4,50286,25743,396,3478,31,3509,15.83941606,542.5,32,30,,,,,0,,0,,
27,20,,11028,6536,65,3182,150,3032,240,,5,5,,,,,0,,0,,
563,293,34,54339,30061,789,1503,167,1336,7.996587031,68.91176471,33,33,,,,,0,,0,,
53,31,,19632,14590,307,,,,92.77419355,,6,6,,,,,0,,0,,
111,91,,47677,41697,341,4913,1497,3416,56.97802198,,18,18,,,,,0,,0,,
30,19,,11711,4897,76,5285,231,5054,253.3157895,,2,2,,,,,0,,0,,
15,12,1,21425,21082,62,1370,596,774,106.1666667,1274,7,7,,,,,0,,0,,
1,2,,12,59,2,2616,2616,0,752,,,1,,,,,0,,0,,
5,5,,140,140,15,3457,2104,1353,528.2,,1,1,,,,,0,,0,,
289,47,1,270740,265822,274,1075,237,838,37.53191489,1764,5,5,,,,,0,,0,,
9,9,,1716,1690,17,1406,1264,142,281.5555556,,1,1,,,,,0,,0,,
228,97,,735786,163973,430,3330,551,2779,34.79381443,,71,72,,,,,0,,0,,
17,12,,2152,1057,28,1970,1147,823,122.6666667,,4,4,,,,,0,,0,,
715,78,,122583,114378,602,,,,22.26923077,,17,16,5,4,11,2.2,1,4,13,-140.1760301,
18,11,2,1321407,19194,126,1926,1620,306,130.9090909,720,3,3,,,,,0,,0,,
1555,230,,53787,39084,908,1897,102,1795,8.247826087,,27,28,,,,,0,,0,,
29,16,,1011,954,144,1157,1157,0,65.6875,,3,3,,,,,0,,0,,
1536,96,12,124387,107848,932,3549,1213,2336,36.97916667,295.8333333,17,17,,,,,2,,18,,
74,58,2,291488,264337,907,1882,1411,471,61.4137931,1781,10,10,,,,,0,,0,,
15,3,,1247,162,6,3712,2257,1455,1256.666667,,2,2,,,,,0,,0,,
366,234,10,290972,211922,1062,2786,1288,1498,10.28632479,240.7,27,26,,,,,0,,0,,
51,29,2,27730,6208,104,1664,4,1668,78.34482759,1136,11,11,,,,,0,,0,,
32,17,,3021,2319,78,923,610,313,44.05882353,,5,5,,,,,0,,0,,
53,47,,23531,14748,438,1645,1119,526,53.55319149,,4,4,,,,,0,,0,,
7,7,,575,575,15,2441,1110,1331,243.5714286,,3,3,,,,,0,,0,,
105,74,,52677,31803,221,2462,2004,458,34.21621622,,14,14,,,,,0,,0,,5
2,,,15,,,2243,2243,0,,,1,1,,,,,0,,0,,
63,44,1,7629,6197,317,3590,702,2888,76.79545455,3379,16,16,1,0,6,6,0,0,6,,
9,6,,156,97,6,,,,0.166666667,,1,1,,,,,0,,0,,
113,55,,4930,1920,74,,,,48.49090909,,4,4,,,,,0,,0,,
181,84,,119784,106179,616,,,,44.75,,13,13,,,,,0,,0,,
12,10,,5926,4572,80,55,55,0,417.6,,3,3,,,,,0,,0,,
12,12,1,416,414,24,905,905,0,12.41666667,149,2,2,,,,,0,,0,,
2,2,,267,251,3,,,,1099,,2,2,,,,,0,,0,,
2,,,6,,,1003,1002,1,,,1,1,,,,,0,,0,,
9,6,,114,88,7,980,450,530,209.3333333,,4,4,,,,,0,,0,,
133,112,,21468,7766,214,1086,167,919,29.73214286,,8,8,,,,,0,,0,,
2,2,,1151,1145,4,,,,35.5,,2,2,,,,,0,,0,,
595,208,10,439427,337159,1782,2176,1080,1096,10.9375,227.5,35,35,,,,,0,,0,,
59,54,,9225,8276,187,1229,1227,2,27.85185185,,1,1,,,,,0,,0,,
